Activity,ACCELEROMETER Y (m/s²),GRAVITY Y (m/s²),GYROSCOPE Y (rad/s),LIGHT (lux),SOUND LEVEL (dB),LOCATION Speed ( Kmh)
4,-3.6075,-6.22,-0.0639,0,29.139,4.18
4,-5.9059,-6.2134,0.1145,0,31.166,4.18
4,-8.9214,-5.3258,-0.4311,0,40.494,4.21
4,-13.1687,-6.6417,-0.2781,0,29.681,4.21
4,-7.8153,-5.8595,0.0768,0,42.099,4.18
4,-4.8117,-6.5073,0.0673,0,32.359,4.18
4,-3.6398,-5.7398,-0.07,0,28.299,4.18
4,-4.285,-6.4433,-0.4102,0,31.539,4.18
4,-4.0492,-6.0709,0.0067,0,41.976,4.18
4,-3.3836,-5.8027,0.0465,0,40.278,4.18
4,-5.8257,-7.1583,-0.4494,0,37.847,4.18
4,-7.5136,-6.1422,-0.0785,0,39.027,4.18
4,-8.3947,-6.7365,-1.1539,0,39.754,4.18
4,-6.5511,-6.2471,0.5607,0,36.521,4.18
4,-5.0356,-6.8016,-0.0004,0,37.307,4.18
4,-2.9574,-6.3372,0.0442,0,30.357,4.18
4,-3.6841,-5.96,0.2642,0,30.932,4.18
4,-5.9813,-6.4015,-0.0625,0,37.894,4.18
4,-9.7294,-5.5054,-0.1971,0,39.562,4.18
4,-9.9904,-6.6403,0.2846,0,42.162,4.18
4,-6.9126,-5.6723,0.3794,0,37.925,4.18
4,-4.534,-6.5191,0.1074,0,34.236,4.18
4,-0.2424,-4.9749,0.1415,0,27.829,4.21
4,-2.5923,-5.4034,0.6281,0,41.645,4.21
4,-4.4239,-5.86,-0.2182,0,33.919,4.21
4,-9.4385,-5.0023,0.2081,0,39.981,4.21
4,-7.0252,-6.1576,-0.4798,0,25.988,4.21
4,-5.9095,-4.5929,-0.4006,0,27.621,4.21
4,-8.8855,-5.5824,-0.5488,0,29.524,4.21
4,-3.0364,-5.3578,0.0062,0,34.628,4.21
4,-3.7463,-5.6467,0.1072,0,33.149,4.21
4,-2.08,-5.4076,0.2672,0,31.567,4.21
4,-1.5712,-5.7551,0.4035,0,26.496,4.18
4,-6.7894,-5.8463,0.567,0,29.122,4.18
4,-6.9126,-5.2507,-0.0733,0,29.458,4.18
4,-5.7622,-6.0961,-0.6131,0,34.879,4.18
4,-5.5743,-5.5799,-0.5884,0,29.584,4.18
4,-5.4606,-6.1816,-0.3707,0,28.257,4.18
4,-4.4765,-5.6949,0.0119,0,26.163,4.18
4,-5.4175,-5.8527,-0.1424,0,29.674,4.18
4,-6.01,-6.0695,-0.326,0,30.046,4.18
4,-5.2008,-5.6719,0.6134,0,28.959,4.18
4,-4.443,-6.106,-0.3619,0,31.942,4.18
4,-9.2793,-5.318,-0.7608,0,31.481,4.18
4,-11.4844,-6.1061,-0.4274,0,30.937,4.18
4,-5.4953,-5.4399,0.1273,0,31.755,4.18
4,-5.9957,-6.0928,0.4188,0,33.845,4.18
4,-3.307,-5.7761,0.548,0,31.242,4.18
4,-4.1246,-5.3609,1.0917,0,29.619,4.18
4,-7.0946,-6.0368,0.7567,0,27.902,4.18
4,-9.4637,-4.8751,-0.0022,0,26.398,4.18
4,-7.5208,-6.1967,-0.438,0,30.053,4.18
4,-4.7686,-6.05,0.1319,0,25.845,4.18
4,-5.3504,-6.0953,-0.1877,0,27.691,4.18
4,-6.6325,-6.0838,0.1346,0,24.133,4.18
4,-5.1146,-5.625,-0.4691,0,23.061,4.18
4,-8.2247,-6.0181,-0.3814,0,30.623,4.18
4,-4.9614,-5.4748,-0.108,0,31.754,4.18
4,-6.1788,-6.0218,-0.4331,0,38.066,4.18
4,-4.06,-5.898,0.0293,0,44.363,4.18
4,-5.1649,-6.0721,-0.0185,0,38.746,4.18
4,-3.957,-6.2003,0.4777,0,39.998,4.18
4,-4.4095,-5.5313,-0.1167,0,41.161,4.18
4,-5.791,-6.0039,-0.7897,0,35.537,4.18
4,-4.7926,-5.7338,0.1853,0,34.423,4.18
4,-4.6609,-5.8158,-0.1403,0,34.477,4.18
4,-3.2304,-4.8911,-0.6015,0,33.192,4.18
4,-4.1749,-5.4184,0.2846,0,35.654,4.18
4,-6.3979,-5.923,0.4554,0,33.779,4.18
4,-4.7615,-5.27,0.0831,0,32.736,4.18
4,-9.0543,-5.7241,-0.7187,0,32.243,4.18
4,-5.876,-5.4713,0.4822,0,38.06,4.18
4,-7.7255,-5.3761,-0.2445,0,35.08,4.18
4,-2.9131,-5.3343,-0.5557,0,41.344,4.18
4,-5.1469,-5.8424,0.2182,0,39.154,4.18
4,-6.4146,-6.0537,0.2258,0,39.07,4.18
4,-6.2375,-5.3988,0.3685,0,34.332,4.18
4,-4.8381,-6.0197,-0.508,0,37.528,4.18
4,-4.9314,-5.4364,-0.0228,0,35.694,4.14
4,-5.4953,-5.9389,-0.214,0,35.845,4.14
4,-4.3066,-6.0262,0.0916,0,36.207,4.14
4,-4.4083,-5.8529,0.0587,0,31.756,4.14
4,-3.8146,-5.6522,0.4967,0,41.067,4.14
4,-6.0244,-5.8282,1.1112,0,37.511,4.14
4,-4.886,-6.368,-0.5499,0,34.133,4.14
4,-6.0831,-5.8861,-0.1792,0,32.092,4.14
4,-7.0491,-6.0851,-0.3977,0,32.538,4.14
4,-5.0164,-5.9632,0.1335,0,31.057,4.14
4,-6.2459,-5.9851,-0.6071,0,30.771,4.18
4,-5.3181,-6.0226,0.4669,0,30.829,4.18
4,-5.7168,-5.4803,0.6771,0,27.18,4.14
4,-13.1496,-6.0766,-0.3406,0,30.269,4.14
4,-15.9831,-5.9103,-0.4977,0,37.82,4.14
4,-6.0483,-7.5709,-0.8265,0,32.618,4.14
4,-6.8217,-6.8778,0.7796,0,36.329,4.18
4,-13.8893,-5.7846,-0.367,0,43.693,4.18
4,-7.7698,-5.6852,0.7741,0,35.795,4.18
4,-7.2502,-6.9066,1.235,0,38.096,4.18
4,-14.0653,-6.2696,0.3682,0,35.641,4.18
4,-7.8703,-6.5118,-0.138,0,35.744,4.18
4,-5.263,-5.9245,-0.2743,0,40.054,4.18
4,-5.8987,-6.5742,-0.2431,0,40.294,4.18
4,-2.6833,-5.9644,0.254,0,37.381,4.18
4,-6.0352,-6.3122,-0.0954,0,34.662,4.18
4,-6.1573,-6.3933,0.6326,0,36.375,4.18
4,-8.7574,-5.6122,-0.9241,0,35.686,4.18
4,-8.7693,-6.5546,-0.1579,0,36.193,4.18
4,-4.7435,-6.0532,0.8403,0,35.5,4.18
4,-5.7814,-6.6243,0.0357,0,31.633,4.18
4,-2.8054,-5.7002,0.2947,0,33.116,4.18
4,-3.9785,-6.0517,0.0786,0,35.738,4.18
4,-4.3927,-5.9858,-0.0503,0,42.958,4.18
4,-3.7691,-5.8845,0.6347,0,35.402,4.18
4,-3.7715,-5.9688,-0.794,0,32.377,4.18
4,-9.2578,-5.6183,-0.3061,0,32.366,4.18
4,-9.1919,-6.5649,-0.045,0,34.115,4.18
4,-7.1664,-5.9606,0.8634,0,37.381,4.18
4,-5.2786,-6.4532,0.3647,0,30.265,4.18
4,-11.3563,-6.6098,-0.8345,0,24.475,4.18
4,-4.8812,-6.2514,0.3192,0,23.684,4.18
4,-5.7838,-6.8016,-0.2161,0,34.643,4.18
4,-6.2746,-4.7517,-0.3528,0,47.086,4.18
4,-4.1928,-6.4936,-0.2252,0,40.726,4.18
4,-3.8876,-5.3371,0.1958,0,39.275,4.18
4,-2.8186,-5.379,0.0818,0,33.988,4.18
4,-5.5815,-6.0653,-0.1504,0,32.433,4.18
4,-8.0487,-5.5124,-0.7233,0,32.787,4.18
4,-7.6441,-6.4168,0.0522,0,33.325,4.18
4,-6.4901,-6.2325,0.1317,0,30.478,4.18
4,-5.6126,-6.3603,0.1127,0,33.119,4.18
4,-5.1062,-6.2676,0.1907,0,31.788,4.18
4,-8.9322,-5.8501,-0.4059,0,35.364,4.18
4,-9.6157,-6.2919,-0.5984,0,37.206,4.18
4,-5.9705,-6.4048,0.2817,0,31.682,4.18
4,-5.3887,-6.5995,0.0362,0,35.935,4.18
4,-3.2352,-5.8188,0.6129,0,38.222,4.18
4,-4.2467,-5.915,-0.0648,0,32.079,4.18
4,-8.6472,-6.282,-0.0549,0,38.067,4.18
4,-5.0248,-5.2748,-0.3588,0,37.761,4.18
4,-7.4525,-5.951,0.095,0,44.604,4.18
4,-3.3716,-5.0678,0.1218,0,33.671,4.18
4,-3.3812,-5.0249,-0.008,0,31.26,4.18
4,-5.1625,-5.8476,0.1269,0,24.318,4.18
4,-7.9781,-4.982,-0.8151,0,29.805,4.18
4,-3.8864,-6.125,-0.6088,0,36.778,4.18
4,-5.4031,-5.7473,0.3457,0,35.429,4.18
4,-4.3137,-6.428,0.3378,0,25.947,4.18
4,-2.9335,-6.1483,0.3954,0,31.19,4.18
4,-3.2232,-6.3022,-0.966,0,26.508,4.18
4,-7.3125,-6.4649,0.8385,0,23.917,4.18
4,-8.336,-5.7267,-0.0801,0,26.634,4.14
4,-11.0558,-6.1155,-0.9368,0,32.89,4.14
4,-7.4238,-5.9758,1.5228,0,24.249,4.18
4,-6.2112,-5.6073,-1.6423,0,21.81,4.18
4,0.3813,4.4172,4.8594,198,28.867,4.14
4,2.5947,2.1044,-1.7149,2557,20.568,4.14
4,2.7779,4.9867,-0.3054,1752,19.176,4.1
4,-0.4579,2.4313,0.2237,2101,20.834,4.1
4,-0.1754,1.9752,0.8774,1745,18.51,4.1
4,4.3042,3.7479,-0.2131,1496,30.454,4.1
4,4.9698,3.5191,-0.3858,1483,33.38,4.1
4,4.8154,3.6541,0.1852,1383,38.017,4.1
4,3.3525,4.0856,-0.0806,1419,35.719,4.14
4,1.6957,2.9219,0.4756,1523,25.581,4.14
4,4.9399,2.6896,-0.3315,1597,20.479,4.14
4,6.1058,4.4218,0.4788,1341,21.809,4.14
4,4.2994,2.0772,-1.4009,1402,18.536,4.14
4,3.7056,2.6858,0.2659,127,24.016,4.14
4,-2.6055,-2.7491,0.7668,0,25.311,4.14
4,-8.2869,-4.3094,-0.9804,0,20.876,4.14
4,-7.4214,-5.1318,-0.6616,0,37.883,4.14
4,-7.0671,-5.8301,-0.2923,0,42.109,4.14
4,-9.5415,-6.8491,-0.1801,0,35.424,4.14
4,-4.0791,-6.5772,0.3662,0,38.095,4.14
4,-5.4234,-6.7111,-0.3365,0,38.369,4.14
4,-6.9007,-6.5425,0.003,0,32.941,4.14
4,-9.0626,-6.4127,-0.7134,0,32.528,4.14
4,-6.7822,-6.7963,-0.2342,0,33.409,4.14
4,-7.8476,-6.3071,0.4002,0,33.439,4.14
4,-5.0547,-7.0372,0.1548,0,26.563,4.14
4,-7.0551,-7.0495,0.3045,0,39.293,4.14
4,-9.8587,-6.6592,-0.4867,0,34.58,4.14
4,-9.5355,-7.336,-0.6861,0,34.173,4.14
4,-5.955,-6.1768,0.5974,0,31.836,4.14
4,-5.4258,-7.135,0.1695,0,28.454,4.14
4,-4.5448,-6.4501,-0.3906,0,24.959,4.14
4,-7.7554,-6.6109,-0.3782,0,32.188,4.14
4,-9.3439,-6.8233,-0.6729,0,35.687,4.14
4,-5.8939,-5.7264,0.0751,0,33.783,4.14
4,-3.8169,-6.4319,0.0499,0,25.834,4.14
4,-5.603,-6.2421,-0.0485,0,21.939,4.14
4,-8.2654,-5.8601,-0.1145,0,43.311,4.14
4,-8.3372,-6.8519,-0.5774,0,39.417,4.14
4,-4.7196,-6.3019,0.0079,0,34.205,4.14
4,-3.1059,-6.8046,0.7787,0,32.487,4.14
4,-4.7148,-6.21,0.7251,0,37.021,4.14
4,-7.7135,-5.5344,-0.5769,0,37.102,4.14
4,-14.4364,-6.639,-0.6204,0,34.056,4.14
4,-6.678,-6.2658,0.1452,0,32.81,4.14
4,-6.5475,-6.6753,-0.6381,0,37.014,4.14
4,-3.0676,-6.0908,-0.2003,0,31.681,4.14
4,-5.0954,-6.7228,-0.4993,0,32.236,4.14
4,-3.9654,-6.5232,0.4273,0,34.679,4.14
4,-2.7336,-5.947,0.8648,0,31.299,4.14
4,-7.5794,-6.4049,0.3419,0,42.106,4.14
4,-9.2051,-5.9497,0.0069,0,34.073,4.14
4,-11.3922,-6.9048,-0.1763,0,39.11,4.14
4,-6.1429,-6.5784,0.2904,0,38.836,4.14
4,-6.2746,-6.9686,0.1067,0,44.799,4.14
4,-4.7519,-6.4739,0.433,0,30.075,4.14
4,-4.7507,-6.783,0.0071,0,31.721,4.14
4,-4.8764,-6.6749,0.1825,0,35.508,4.14
4,-9.7198,-6.1903,0.0563,0,29.164,4.14
4,-7.1006,-6.7315,-0.1371,0,37.31,4.14
4,-10.395,-6.0407,-0.141,0,37.825,4.14
4,-7.1161,-6.7471,-0.7324,0,35.989,4.14
4,-4.8213,-6.4108,0.0294,0,44.023,4.14
4,-4.5508,-6.3397,-0.63,0,31.677,4.14
4,-6.1489,-6.6305,0.5694,0,28.339,4.1
4,-6.3931,-6.0183,0.2542,0,25.415,4.1
4,-6.7319,-6.5513,-0.5249,0,42.654,4.1
4,-8.7095,-5.7749,-0.2431,0,44.746,4.1
4,-7.5112,-6.6182,-0.5804,0,43.035,4.1
4,-6.3392,-6.4578,-0.2749,0,26.728,4.1
4,-6.5679,-6.881,-0.4279,0,37.323,4.1
4,-4.8728,-6.542,-0.0719,0,33.834,4.1
4,-4.0683,-6.9801,-0.4423,0,31.314,4.14
4,-3.3429,-6.6294,0.2879,0,32.064,4.14
4,-5.0811,-6.2898,0.1624,0,33.329,4.14
4,-7.3759,-6.2105,0.1416,0,27.924,4.14
4,-6.9079,-5.9513,0.9678,0,34.957,4.14
4,-5.6126,-6.5159,-1.205,0,32.357,4.14
4,-9.1129,-5.8596,-0.024,0,28.781,4.14
4,-4.7603,-6.4624,-0.7841,0,29.327,4.14
4,-6.8648,-5.8856,0.0396,0,26.699,4.14
4,-5.3504,-6.4609,-0.1046,0,29.044,4.14
4,-5.0811,-6.1548,0.1873,0,25.691,4.14
4,-3.8493,-6.5881,-0.5786,0,32.208,4.14
4,-4.6501,-6.2595,0.3014,0,31.095,4.14
4,-4.5711,-6.5389,-0.2379,0,35.925,4.14
4,-7.1102,-6.8022,0.1461,0,34.511,4.14
4,-6.0376,-7.1619,0.4779,0,33.017,4.14
4,-9.0543,-7.2696,-0.1822,0,24.98,4.1
4,-8.0343,-6.7493,0.2645,0,47.857,4.1
4,-7.3089,-6.9646,0.1077,0,50.495,4.1
4,-4.8357,-6.0676,0.1546,0,38.556,4.1
4,-8.0786,-5.977,0.0394,0,42.651,4.1
4,-8.6604,-6.8423,-0.372,0,37.688,4.1
4,-4.9147,-6.4523,-0.0687,0,42.113,4.1
4,-4.0444,-6.4751,-0.9824,0,32.431,4.1
4,-5.0416,-6.51,0.42,0,47.797,4.1
4,-7.4777,-6.1001,0.101,0,44.777,4.1
4,-8.5706,-6.7562,-0.1824,0,43.566,4.1
4,-5.1972,-6.2884,0.1193,0,39.951,4.1
4,-7.6908,-6.5464,-1.3062,0,33.316,4.1
4,-10.4369,-6.5404,0.5994,0,20.177,4.1
4,-9.0124,-6.1158,0.3508,0,31.461,4.1
4,-7.419,-6.3831,0.2164,0,27.429,4.1
4,-4.5005,-6.7167,1.0883,0,28.244,4.1
4,-4.4753,-6.4554,-0.1699,0,29.789,4.1
4,-7.0407,-6.6207,2.1513,0,29.454,4.1
4,-4.6429,-5.9019,0.1763,0,33.442,4.1
4,-5.4929,-6.0177,0.4912,0,29.439,4.1
4,-7.3005,-5.2954,0.0506,0,30.004,4.1
4,-10.3531,-6.4911,-0.4247,0,30.333,4.1
4,-5.0643,-6.0538,0.2693,0,33.723,4.1
4,-4.8105,-6.3936,-0.3844,0,34.631,4.07
4,-4.3269,-6.1385,0.2963,0,29.925,4.07
4,-3.6039,-5.8112,-0.181,0,29.412,4.07
4,-6.3368,-6.2616,0.3405,0,29.886,4.07
4,-7.6489,-5.3168,-0.3106,0,22.947,4.07
4,-8.2654,-5.9573,-0.06,0,38.264,4.07
4,-3.0939,-5.796,0.1651,0,24.477,4.07
4,-3.4841,-5.8162,0.0916,0,35.2,4.07
4,-4.9207,-6.0092,0.3698,0,46.757,4.07
4,-4.6932,-6.1753,-0.5771,0,45.632,4.07
4,-6.5559,-6.5863,0.2109,0,27.778,4.07
4,-7.1533,-5.6491,-0.6578,0,36.595,4.07
4,-7.8584,-6.7249,-0.4095,0,38.703,4.07
4,-7.674,-6.0615,0.1798,0,41.188,4.07
4,-4.9207,-6.4054,-0.1067,0,36.481,4.07
4,-5.1816,-6.0488,0.0232,0,30.183,4.07
4,-5.0488,-5.7017,0.134,0,22.902,4.07
4,-6.1932,-6.7524,0.0838,0,29.042,4.07
4,-4.5747,-6.2356,0.0799,0,21.208,4.07
4,-5.1086,-6.4882,-0.2347,0,33.669,4.07
4,-3.4854,-6.2997,0.1415,0,38.078,4.07
4,-5.19,-5.9662,0.2563,0,39.369,4.07
4,-5.8784,-6.5974,-0.1907,0,30.666,4.07
4,-5.779,-6.1012,0.0284,0,28.506,4.07
4,-10.079,-6.4813,-0.5188,0,67.263,4.07
4,-6.2147,-6.39,1.1902,0,39.975,4.07
4,-6.3177,-5.7355,0.5683,0,60.036,4.07
4,0.4017,3.2685,-2.3953,2020,55.397,4.07
4,3.0592,4.2462,-0.9481,1873,57.2,4.07
4,5.6473,4.6223,1.3388,1682,49.431,4.07
4,6.1741,4.7357,0.2407,1624,54.265,4.07
4,6.6673,5.0064,0.8348,1437,54.289,4.07
4,5.9047,4.9804,1.5783,1224,44.231,4.03
4,3.9714,3.0383,-0.8929,1538,46.943,4.03
4,1.8944,3.3708,0.6029,1561,38.906,4.03
4,0.9104,1.5557,0.3776,1973,40.519,4.03
4,1.3019,2.8531,1.4931,1912,25.982,4
4,1.7795,2.6924,0.5612,1746,38.452,4
4,1.8717,1.7196,-1.5804,1831,40.686,4.03
4,4.0073,2.9437,0.3943,1657,50.02,4.03
4,1.0277,0.8387,0.2578,1389,41.424,4.03
4,3.3082,2.0393,0.0799,1493,47.457,4.03
4,0.3933,1.7438,-2.121,1873,41.191,4.07
4,1.7951,2.3621,-0.555,2053,49.166,4.07
4,-1.2647,1.3616,0.5596,2150,39.978,4.07
4,1.5173,2.6936,-0.8876,2221,43.426,4.07
4,6.2375,5.7174,0.8366,1765,38.971,4.07
4,6.9342,4.427,0.9711,1912,32.634,4.07
4,4.4502,3.2749,-0.2058,2124,33.655,4.03
4,2.6175,2.7824,0.1365,1993,43.184,4.03
4,0.2149,2.0629,0.452,2247,33.968,4.07
4,1.1103,2.119,-0.7012,2147,32.461,4.07
4,5.366,4.1696,-0.4464,1799,44.941,4.07
4,5.1075,4.2223,0.3634,1699,50.024,4.07
4,1.1618,3.4647,1.0699,1490,42.686,4.07
4,2.8737,3.3433,-0.1071,1128,31.272,4.07
4,5.3768,4.2687,-0.4192,1075,32.545,4.07
4,5.5408,6.4541,-0.3489,894,33.269,4.07
4,5.1829,5.6235,0.3955,1210,33.727,4.03
4,0.8601,2.9848,-0.6539,1918,31.895,4.03
4,5.2439,3.4528,0.4932,2097,30.759,4.03
4,5.8521,4.9214,-0.0536,1507,31.002,4.03
4,5.7551,6.2132,0.6237,1265,35.403,4.03
4,8.5766,6.1435,0.1219,1266,33.055,4.03
4,5.8245,5.7301,-0.4458,1476,46.126,4.03
